Date,Location,Team,Opponent,Singles,Doubles,Triples,Home Runs,Total Bases
2023-05-05,PNC Park,Toronto Blue Jays,Pittsburgh Pirates,3,4,0,1,15
2023-05-05,Great American Ball Park,Cincinnati Reds,Chicago White Sox,6,1,0,1,12
2023-05-05,Great American Ball Park,Chicago White Sox,Cincinnati Reds,5,0,0,2,13
2023-05-05,Tropicana Field,Tampa Bay Rays,New York Yankees,1,4,0,2,17
2023-05-05,Tropicana Field,New York Yankees,Tampa Bay Rays,5,2,0,1,13
2023-05-05,Citizens Bank Park,Philadelphia Phillies,Boston Red Sox,6,1,1,0,11
2023-05-05,Citizens Bank Park,Boston Red Sox,Philadelphia Phillies,7,1,0,0,9
2023-05-05,Citi Field,New York Mets,Colorado Rockies,2,2,0,1,10
2023-05-05,Citi Field,Colorado Rockies,New York Mets,5,0,0,0,5
2023-05-05,Progressive Field,Cleveland Guardians,Minnesota Twins,2,1,0,0,4
2023-05-05,Progressive Field,Minnesota Twins,Cleveland Guardians,2,0,0,1,6
2023-05-05,Truist Park,Atlanta Braves,Baltimore Orioles,9,1,0,1,15
2023-05-05,Truist Park,Baltimore Orioles,Atlanta Braves,7,2,0,3,23
2023-05-05,Kauffman Stadium,Kansas City Royals,Oakland Athletics,7,1,1,1,16
2023-05-05,Kauffman Stadium,Oakland Athletics,Kansas City Royals,9,6,0,2,29
2023-05-05,Busch Stadium,St. Louis Cardinals,Detroit Tigers,8,3,0,1,18
2023-05-05,Busch Stadium,Detroit Tigers,St. Louis Cardinals,4,4,0,1,16
2023-05-05,Angel Stadium,Los Angeles Angels,Texas Rangers,8,1,0,0,10
2023-05-05,Angel Stadium,Texas Rangers,Los Angeles Angels,6,2,0,0,10
2023-05-05,Chase Field,Arizona Diamondbacks,Washington Nationals,5,1,0,1,11
2023-05-05,Chase Field,Washington Nationals,Arizona Diamondbacks,3,0,0,1,7
2023-05-05,Petco Park,San Diego Padres,Los Angeles Dodgers,6,0,0,2,14
2023-05-05,Petco Park,Los Angeles Dodgers,San Diego Padres,1,2,1,0,8
2023-05-05,T-Mobile Park,Seattle Mariners,Houston Astros,7,1,0,0,9
2023-05-05,T-Mobile Park,Houston Astros,Seattle Mariners,3,2,0,2,15
2023-05-05,Oracle Park,San Francisco Giants,Milwaukee Brewers,3,0,0,2,11
2023-05-05,Oracle Park,Milwaukee Brewers,San Francisco Giants,6,1,0,0,8
2023-05-06,Busch Stadium,St. Louis Cardinals,Detroit Tigers,7,0,0,2,15
2023-05-06,Busch Stadium,Detroit Tigers,St. Louis Cardinals,9,4,0,0,17
2023-05-06,Wrigley Field,Chicago Cubs,Miami Marlins,8,2,0,0,12
2023-05-06,Wrigley Field,Miami Marlins,Chicago Cubs,5,0,0,1,9
2023-05-06,Citi Field,New York Mets,Colorado Rockies,6,1,0,0,8
2023-05-06,Citi Field,Colorado Rockies,New York Mets,7,1,0,1,13
2023-05-06,Tropicana Field,Tampa Bay Rays,New York Yankees,6,3,0,0,12
2023-05-06,Tropicana Field,New York Yankees,Tampa Bay Rays,6,2,0,0,10
2023-05-06,Progressive Field,Cleveland Guardians,Minnesota Twins,4,0,0,1,8
2023-05-06,Progressive Field,Minnesota Twins,Cleveland Guardians,5,1,0,2,15
2023-05-06,PNC Park,Pittsburgh Pirates,Toronto Blue Jays,3,1,0,1,9
2023-05-06,PNC Park,Toronto Blue Jays,Pittsburgh Pirates,9,5,0,0,19
2023-05-06,Great American Ball Park,Cincinnati Reds,Chicago White Sox,4,2,1,1,15
2023-05-06,Great American Ball Park,Chicago White Sox,Cincinnati Reds,3,3,0,2,17
2023-05-06,Kauffman Stadium,Kansas City Royals,Oakland Athletics,3,2,0,2,15
2023-05-06,Kauffman Stadium,Oakland Athletics,Kansas City Royals,4,3,1,1,17
2023-05-06,Citizens Bank Park,Philadelphia Phillies,Boston Red Sox,6,2,0,2,18
2023-05-06,Citizens Bank Park,Boston Red Sox,Philadelphia Phillies,6,4,0,0,14
2023-05-06,Truist Park,Atlanta Braves,Baltimore Orioles,5,2,0,2,17
2023-05-06,Truist Park,Baltimore Orioles,Atlanta Braves,5,3,0,0,11
2023-05-06,Oracle Park,San Francisco Giants,Milwaukee Brewers,3,1,0,2,13
2023-05-06,Oracle Park,Milwaukee Brewers,San Francisco Giants,6,0,0,0,6
2023-05-06,Chase Field,Arizona Diamondbacks,Washington Nationals,13,0,1,2,24
2023-05-06,Chase Field,Washington Nationals,Arizona Diamondbacks,7,2,0,2,19
2023-05-06,Petco Park,San Diego Padres,Los Angeles Dodgers,3,2,0,0,7
2023-05-06,Petco Park,Los Angeles Dodgers,San Diego Padres,2,0,0,1,6
2023-05-06,Angel Stadium,Los Angeles Angels,Texas Rangers,4,1,0,1,10
2023-05-06,Angel Stadium,Texas Rangers,Los Angeles Angels,13,2,0,0,17
2023-05-06,T-Mobile Park,Seattle Mariners,Houston Astros,9,3,0,0,15
2023-05-06,T-Mobile Park,Houston Astros,Seattle Mariners,4,5,0,0,14
2023-05-07,Truist Park,Atlanta Braves,Baltimore Orioles,1,2,0,1,9
2023-05-07,Truist Park,Baltimore Orioles,Atlanta Braves,3,2,0,0,7
2023-05-07,PNC Park,Pittsburgh Pirates,Toronto Blue Jays,5,3,0,0,11
2023-05-07,PNC Park,Toronto Blue Jays,Pittsburgh Pirates,8,4,0,3,28
2023-05-07,Citizens Bank Park,Philadelphia Phillies,Boston Red Sox,7,1,0,1,13
2023-05-07,Citizens Bank Park,Boston Red Sox,Philadelphia Phillies,3,1,0,1,9
2023-05-07,Citi Field,New York Mets,Colorado Rockies,6,2,0,1,14
2023-05-07,Citi Field,Colorado Rockies,New York Mets,7,4,0,3,27
2023-05-07,Progressive Field,Cleveland Guardians,Minnesota Twins,7,1,0,0,9
2023-05-07,Progressive Field,Minnesota Twins,Cleveland Guardians,1,0,0,0,1
2023-05-07,Tropicana Field,Tampa Bay Rays,New York Yankees,6,2,0,2,18
2023-05-07,Tropicana Field,New York Yankees,Tampa Bay Rays,5,3,1,2,22
2023-05-07,Kauffman Stadium,Kansas City Royals,Oakland Athletics,7,1,0,1,13
2023-05-07,Kauffman Stadium,Oakland Athletics,Kansas City Royals,4,0,0,0,4
2023-05-07,Busch Stadium,St. Louis Cardinals,Detroit Tigers,4,2,0,4,24
2023-05-07,Busch Stadium,Detroit Tigers,St. Louis Cardinals,5,1,0,2,15
2023-05-07,Wrigley Field,Chicago Cubs,Miami Marlins,10,1,0,0,12
2023-05-07,Wrigley Field,Miami Marlins,Chicago Cubs,6,1,1,1,15
2023-05-07,Oracle Park,San Francisco Giants,Milwaukee Brewers,10,2,0,1,18
2023-05-07,Oracle Park,Milwaukee Brewers,San Francisco Giants,10,0,0,2,18
2023-05-07,Angel Stadium,Los Angeles Angels,Texas Rangers,11,0,0,2,19
2023-05-07,Angel Stadium,Texas Rangers,Los Angeles Angels,10,4,0,3,30
2023-05-07,Chase Field,Arizona Diamondbacks,Washington Nationals,3,2,1,3,22
2023-05-07,Chase Field,Washington Nationals,Arizona Diamondbacks,13,2,0,1,21
2023-05-07,T-Mobile Park,Seattle Mariners,Houston Astros,7,3,0,1,17
2023-05-07,T-Mobile Park,Houston Astros,Seattle Mariners,5,1,0,0,7
2023-05-07,Great American Ball Park,Cincinnati Reds,Chicago White Sox,3,3,0,4,25
2023-05-07,Great American Ball Park,Chicago White Sox,Cincinnati Reds,10,5,1,2,31
2023-05-07,Petco Park,San Diego Padres,Los Angeles Dodgers,6,3,0,0,12
2023-05-07,Petco Park,Los Angeles Dodgers,San Diego Padres,2,2,0,2,14
2023-05-08,Progressive Field,Cleveland Guardians,Detroit Tigers,5,1,0,1,11
2023-05-08,Progressive Field,Detroit Tigers,Cleveland Guardians,9,3,0,1,19
2023-05-08,PNC Park,Pittsburgh Pirates,Colorado Rockies,5,1,0,1,11
2023-05-08,PNC Park,Colorado Rockies,Pittsburgh Pirates,3,1,0,0,5
2023-05-08,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,5,2,0,0,9
2023-05-08,Oriole Park at Camden Yards,Tampa Bay Rays,Baltimore Orioles,5,0,0,2,13
2023-05-08,Yankee Stadium,New York Yankees,Oakland Athletics,3,1,1,4,24
2023-05-08,Yankee Stadium,Oakland Athletics,New York Yankees,9,1,0,0,11
2023-05-08,Wrigley Field,Chicago Cubs,St. Louis Cardinals,4,1,0,0,6
2023-05-08,Wrigley Field,St. Louis Cardinals,Chicago Cubs,4,2,0,0,8
2023-05-08,Kauffman Stadium,Kansas City Royals,Chicago White Sox,9,4,0,1,21
2023-05-08,Kauffman Stadium,Chicago White Sox,Kansas City Royals,6,1,0,1,12
2023-05-08,American Family Field,Milwaukee Brewers,Los Angeles Dodgers,5,1,0,2,15
2023-05-08,American Family Field,Los Angeles Dodgers,Milwaukee Brewers,1,4,0,1,13
2023-05-08,Angel Stadium,Los Angeles Angels,Houston Astros,6,3,1,1,19
2023-05-08,Angel Stadium,Houston Astros,Los Angeles Angels,3,2,1,1,14
2023-05-08,T-Mobile Park,Seattle Mariners,Texas Rangers,3,0,0,1,7
2023-05-08,T-Mobile Park,Texas Rangers,Seattle Mariners,4,0,0,0,4
2023-05-08,Chase Field,Arizona Diamondbacks,Miami Marlins,9,3,0,1,19
2023-05-08,Chase Field,Miami Marlins,Arizona Diamondbacks,6,3,0,0,12
2023-05-08,Oracle Park,San Francisco Giants,Washington Nationals,4,1,0,1,10
2023-05-08,Oracle Park,Washington Nationals,San Francisco Giants,10,1,0,0,12
2023-05-09,Progressive Field,Cleveland Guardians,Detroit Tigers,5,1,1,0,10
2023-05-09,Progressive Field,Detroit Tigers,Cleveland Guardians,8,1,0,0,10
2023-05-09,PNC Park,Pittsburgh Pirates,Colorado Rockies,3,1,0,0,5
2023-05-09,PNC Park,Colorado Rockies,Pittsburgh Pirates,7,1,1,2,20
2023-05-09,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,4,1,1,1,13
2023-05-09,Oriole Park at Camden Yards,Tampa Bay Rays,Baltimore Orioles,6,0,0,2,14
2023-05-09,Great American Ball Park,Cincinnati Reds,New York Mets,6,3,1,0,15
2023-05-09,Great American Ball Park,New York Mets,Cincinnati Reds,3,0,0,4,19
2023-05-09,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,6,2,0,1,14
2023-05-09,Citizens Bank Park,Toronto Blue Jays,Philadelphia Phillies,4,2,0,1,12
2023-05-09,Yankee Stadium,New York Yankees,Oakland Athletics,6,1,1,2,19
2023-05-09,Yankee Stadium,Oakland Athletics,New York Yankees,6,1,0,3,20
2023-05-09,Truist Park,Atlanta Braves,Boston Red Sox,8,3,0,1,18
2023-05-09,Truist Park,Boston Red Sox,Atlanta Braves,5,2,0,1,13
2023-05-09,Wrigley Field,Chicago Cubs,St. Louis Cardinals,4,3,0,2,18
2023-05-09,Wrigley Field,St. Louis Cardinals,Chicago Cubs,3,2,1,3,22
2023-05-09,Target Field,Minnesota Twins,San Diego Padres,4,2,0,0,8
2023-05-09,Target Field,San Diego Padres,Minnesota Twins,7,2,0,1,15
2023-05-09,Kauffman Stadium,Kansas City Royals,Chicago White Sox,3,0,1,1,10
2023-05-09,Kauffman Stadium,Chicago White Sox,Kansas City Royals,1,3,0,2,15
2023-05-09,American Family Field,Milwaukee Brewers,Los Angeles Dodgers,3,0,0,2,11
2023-05-09,American Family Field,Los Angeles Dodgers,Milwaukee Brewers,4,1,0,3,18
2023-05-09,Angel Stadium,Los Angeles Angels,Houston Astros,2,0,0,1,6
2023-05-09,Angel Stadium,Houston Astros,Los Angeles Angels,6,0,0,1,10
2023-05-09,T-Mobile Park,Seattle Mariners,Texas Rangers,3,2,0,1,11
2023-05-09,T-Mobile Park,Texas Rangers,Seattle Mariners,6,1,0,0,8
2023-05-09,Chase Field,Arizona Diamondbacks,Miami Marlins,8,2,0,1,16
2023-05-09,Chase Field,Miami Marlins,Arizona Diamondbacks,4,3,0,2,18
2023-05-09,Oracle Park,San Francisco Giants,Washington Nationals,8,1,0,1,14
2023-05-09,Oracle Park,Washington Nationals,San Francisco Giants,9,1,0,0,11
2023-05-10,PNC Park,Pittsburgh Pirates,Colorado Rockies,2,2,0,2,14
2023-05-10,PNC Park,Colorado Rockies,Pittsburgh Pirates,6,2,0,0,10
2023-05-10,Yankee Stadium,New York Yankees,Oakland Athletics,4,3,0,3,22
2023-05-10,Yankee Stadium,Oakland Athletics,New York Yankees,2,3,0,3,20
2023-05-10,Progressive Field,Cleveland Guardians,Detroit Tigers,4,0,0,0,4
2023-05-10,Progressive Field,Detroit Tigers,Cleveland Guardians,5,3,0,0,11
2023-05-10,American Family Field,Milwaukee Brewers,Los Angeles Dodgers,3,1,0,1,9
2023-05-10,American Family Field,Los Angeles Dodgers,Milwaukee Brewers,5,1,0,3,19
2023-05-10,T-Mobile Park,Seattle Mariners,Texas Rangers,6,0,1,0,9
2023-05-10,T-Mobile Park,Texas Rangers,Seattle Mariners,9,3,0,1,19
2023-05-10,Chase Field,Arizona Diamondbacks,Miami Marlins,4,1,0,0,6
2023-05-10,Chase Field,Miami Marlins,Arizona Diamondbacks,2,4,0,1,14
2023-05-10,Oracle Park,San Francisco Giants,Washington Nationals,4,2,0,2,16
2023-05-10,Oracle Park,Washington Nationals,San Francisco Giants,7,2,1,2,22
2023-05-10,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,5,2,0,0,9
2023-05-10,Citizens Bank Park,Toronto Blue Jays,Philadelphia Phillies,2,1,0,1,8
2023-05-10,Angel Stadium,Los Angeles Angels,Houston Astros,6,0,0,2,14
2023-05-10,Angel Stadium,Houston Astros,Los Angeles Angels,7,0,0,1,11
2023-05-10,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,3,3,0,0,9
2023-05-10,Oriole Park at Camden Yards,Tampa Bay Rays,Baltimore Orioles,5,1,0,0,7
2023-05-10,Great American Ball Park,Cincinnati Reds,New York Mets,1,1,0,0,3
2023-05-10,Great American Ball Park,New York Mets,Cincinnati Reds,8,1,0,1,14
2023-05-10,Truist Park,Atlanta Braves,Boston Red Sox,6,1,0,1,12
2023-05-10,Truist Park,Boston Red Sox,Atlanta Braves,4,2,0,1,12
2023-05-10,Wrigley Field,Chicago Cubs,St. Louis Cardinals,7,5,0,2,25
2023-05-10,Wrigley Field,St. Louis Cardinals,Chicago Cubs,9,0,1,0,12
2023-05-10,Target Field,Minnesota Twins,San Diego Padres,5,3,0,1,15
2023-05-10,Target Field,San Diego Padres,Minnesota Twins,3,0,0,1,7
2023-05-10,Kauffman Stadium,Kansas City Royals,Chicago White Sox,7,4,0,3,27
2023-05-10,Kauffman Stadium,Chicago White Sox,Kansas City Royals,6,0,0,0,6
2023-05-11,Great American Ball Park,Cincinnati Reds,New York Mets,6,3,0,1,16
2023-05-11,Great American Ball Park,New York Mets,Cincinnati Reds,5,1,0,0,7
2023-05-11,Target Field,Minnesota Twins,San Diego Padres,3,2,0,1,11
2023-05-11,Target Field,San Diego Padres,Minnesota Twins,1,3,0,2,15
2023-05-11,Kauffman Stadium,Kansas City Royals,Chicago White Sox,4,1,0,1,10
2023-05-11,Kauffman Stadium,Chicago White Sox,Kansas City Royals,5,3,0,0,11
2023-05-11,Yankee Stadium,New York Yankees,Tampa Bay Rays,3,1,0,0,5
2023-05-11,Yankee Stadium,Tampa Bay Rays,New York Yankees,5,5,0,1,19
2023-05-11,Chase Field,Arizona Diamondbacks,San Francisco Giants,8,1,0,0,10
2023-05-11,Chase Field,San Francisco Giants,Arizona Diamondbacks,6,1,0,1,12
2023-05-11,Oakland Coliseum,Oakland Athletics,Texas Rangers,1,2,0,0,5
2023-05-11,Oakland Coliseum,Texas Rangers,Oakland Athletics,3,2,1,1,14
2023-05-12,Comerica Park,Detroit Tigers,Seattle Mariners,5,1,0,1,11
2023-05-12,Comerica Park,Seattle Mariners,Detroit Tigers,9,1,0,1,15
2023-05-12,loanDepot park,Miami Marlins,Cincinnati Reds,3,1,1,2,16
2023-05-12,loanDepot park,Cincinnati Reds,Miami Marlins,5,3,0,3,23
2023-05-12,Nationals Park,Washington Nationals,New York Mets,3,1,0,0,5
2023-05-12,Nationals Park,New York Mets,Washington Nationals,9,1,0,0,11
2023-05-12,Oriole Park at Camden Yards,Baltimore Orioles,Pittsburgh Pirates,4,2,2,1,18
2023-05-12,Oriole Park at Camden Yards,Pittsburgh Pirates,Baltimore Orioles,6,0,0,1,10
2023-05-12,Yankee Stadium,New York Yankees,Tampa Bay Rays,6,0,0,3,18
2023-05-12,Yankee Stadium,Tampa Bay Rays,New York Yankees,10,0,0,3,22
2023-05-12,Rogers Centre,Toronto Blue Jays,Atlanta Braves,3,2,0,1,11
2023-05-12,Rogers Centre,Atlanta Braves,Toronto Blue Jays,1,1,0,0,3
2023-05-12,Progressive Field,Cleveland Guardians,Los Angeles Angels,5,3,2,1,21
2023-05-12,Progressive Field,Los Angeles Angels,Cleveland Guardians,8,4,0,0,16
2023-05-12,Fenway Park,Boston Red Sox,St. Louis Cardinals,3,4,0,2,19
2023-05-12,Fenway Park,St. Louis Cardinals,Boston Red Sox,9,2,0,3,25
2023-05-12,Target Field,Minnesota Twins,Chicago Cubs,3,2,0,0,7
2023-05-12,Target Field,Chicago Cubs,Minnesota Twins,7,3,0,1,17
2023-05-12,Guaranteed Rate Field,Chicago White Sox,Houston Astros,2,0,0,1,6
2023-05-12,Guaranteed Rate Field,Houston Astros,Chicago White Sox,4,3,0,1,14
2023-05-12,American Family Field,Milwaukee Brewers,Kansas City Royals,9,1,0,1,15
2023-05-12,American Family Field,Kansas City Royals,Milwaukee Brewers,2,0,0,1,6
2023-05-12,Coors Field,Colorado Rockies,Philadelphia Phillies,8,2,0,0,12
2023-05-12,Coors Field,Philadelphia Phillies,Colorado Rockies,1,4,0,2,17
2023-05-12,Chase Field,Arizona Diamondbacks,San Francisco Giants,7,3,0,2,21
2023-05-12,Chase Field,San Francisco Giants,Arizona Diamondbacks,5,4,0,2,21
2023-05-12,Oakland Coliseum,Oakland Athletics,Texas Rangers,8,1,1,4,29
2023-05-12,Oakland Coliseum,Texas Rangers,Oakland Athletics,7,4,0,1,19
2023-05-12,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,2,2,0,2,14
2023-05-12,Dodger Stadium,San Diego Padres,Los Angeles Dodgers,5,3,0,0,11
2023-05-13,Yankee Stadium,New York Yankees,Tampa Bay Rays,6,1,0,3,20
2023-05-13,Yankee Stadium,Tampa Bay Rays,New York Yankees,10,1,0,1,16
2023-05-13,Comerica Park,Detroit Tigers,Seattle Mariners,2,1,0,0,4
2023-05-13,Comerica Park,Seattle Mariners,Detroit Tigers,4,0,0,2,12
2023-05-13,loanDepot park,Miami Marlins,Cincinnati Reds,6,1,0,2,16
2023-05-13,loanDepot park,Cincinnati Reds,Miami Marlins,5,2,0,1,13
2023-05-13,Target Field,Minnesota Twins,Chicago Cubs,5,3,0,5,31
2023-05-13,Target Field,Chicago Cubs,Minnesota Twins,5,1,0,0,7
2023-05-13,Rogers Centre,Toronto Blue Jays,Atlanta Braves,5,4,0,0,13
2023-05-13,Rogers Centre,Atlanta Braves,Toronto Blue Jays,5,1,0,1,11
2023-05-13,Nationals Park,Washington Nationals,New York Mets,7,2,0,1,15
2023-05-13,Nationals Park,New York Mets,Washington Nationals,9,2,0,0,13
2023-05-13,Oakland Coliseum,Oakland Athletics,Texas Rangers,4,1,0,0,6
2023-05-13,Oakland Coliseum,Texas Rangers,Oakland Athletics,5,2,0,2,17
2023-05-13,Fenway Park,Boston Red Sox,St. Louis Cardinals,7,3,0,0,13
2023-05-13,Fenway Park,St. Louis Cardinals,Boston Red Sox,1,2,0,1,9
2023-05-13,Progressive Field,Cleveland Guardians,Los Angeles Angels,7,3,0,2,21
2023-05-13,Progressive Field,Los Angeles Angels,Cleveland Guardians,6,2,0,2,18
2023-05-13,Oriole Park at Camden Yards,Baltimore Orioles,Pittsburgh Pirates,3,0,0,2,11
2023-05-13,Oriole Park at Camden Yards,Pittsburgh Pirates,Baltimore Orioles,2,1,0,0,4
2023-05-13,American Family Field,Milwaukee Brewers,Kansas City Royals,4,1,0,2,14
2023-05-13,American Family Field,Kansas City Royals,Milwaukee Brewers,4,4,0,1,16
2023-05-13,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,5,2,0,1,13
2023-05-13,Dodger Stadium,San Diego Padres,Los Angeles Dodgers,3,0,0,2,11
2023-05-13,Guaranteed Rate Field,Chicago White Sox,Houston Astros,9,3,0,1,19
2023-05-13,Guaranteed Rate Field,Houston Astros,Chicago White Sox,8,0,0,0,8
2023-05-13,Chase Field,Arizona Diamondbacks,San Francisco Giants,5,2,1,1,16
2023-05-13,Chase Field,San Francisco Giants,Arizona Diamondbacks,5,2,0,0,9
2023-05-13,Coors Field,Colorado Rockies,Philadelphia Phillies,2,6,0,0,14
2023-05-13,Coors Field,Philadelphia Phillies,Colorado Rockies,7,3,0,1,17
2023-05-14,Progressive Field,Cleveland Guardians,Los Angeles Angels,5,1,0,1,11
2023-05-14,Progressive Field,Los Angeles Angels,Cleveland Guardians,4,1,0,0,6
2023-05-13,Nationals Park,Washington Nationals,New York Mets,7,2,0,1,15
2023-05-13,Nationals Park,New York Mets,Washington Nationals,9,2,0,0,13
2023-05-14,Oriole Park at Camden Yards,Baltimore Orioles,Pittsburgh Pirates,7,1,0,0,9
2023-05-14,Oriole Park at Camden Yards,Pittsburgh Pirates,Baltimore Orioles,7,0,0,0,7
2023-05-14,Yankee Stadium,New York Yankees,Tampa Bay Rays,9,0,0,3,21
2023-05-14,Yankee Stadium,Tampa Bay Rays,New York Yankees,5,2,1,1,16
2023-05-14,Rogers Centre,Toronto Blue Jays,Atlanta Braves,11,1,0,1,17
2023-05-14,Rogers Centre,Atlanta Braves,Toronto Blue Jays,6,1,0,3,20
2023-05-14,Comerica Park,Detroit Tigers,Seattle Mariners,6,3,0,0,12
2023-05-14,Comerica Park,Seattle Mariners,Detroit Tigers,9,1,0,0,11
2023-05-14,loanDepot park,Miami Marlins,Cincinnati Reds,7,4,0,0,15
2023-05-14,loanDepot park,Cincinnati Reds,Miami Marlins,3,2,0,0,7
2023-05-14,Target Field,Minnesota Twins,Chicago Cubs,8,7,0,3,34
2023-05-14,Target Field,Chicago Cubs,Minnesota Twins,3,1,0,2,13
2023-05-14,Guaranteed Rate Field,Chicago White Sox,Houston Astros,3,2,0,2,15
2023-05-14,Guaranteed Rate Field,Houston Astros,Chicago White Sox,6,2,0,1,14
2023-05-14,American Family Field,Milwaukee Brewers,Kansas City Royals,2,1,0,3,16
2023-05-14,American Family Field,Kansas City Royals,Milwaukee Brewers,4,1,0,3,18
2023-05-14,Coors Field,Colorado Rockies,Philadelphia Phillies,4,1,0,1,10
2023-05-14,Coors Field,Philadelphia Phillies,Colorado Rockies,6,1,0,0,8
2023-05-14,Oakland Coliseum,Oakland Athletics,Texas Rangers,5,1,0,1,11
2023-05-14,Oakland Coliseum,Texas Rangers,Oakland Athletics,7,2,0,2,19
2023-05-14,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,1,2,0,1,9
2023-05-14,Dodger Stadium,San Diego Padres,Los Angeles Dodgers,0,3,0,0,6
2023-05-14,Chase Field,Arizona Diamondbacks,San Francisco Giants,2,2,0,0,6
2023-05-14,Chase Field,San Francisco Giants,Arizona Diamondbacks,0,2,0,1,8
2023-05-14,Nationals Park,Washington Nationals,New York Mets,6,1,0,0,8
2023-05-14,Nationals Park,New York Mets,Washington Nationals,7,3,0,0,13
2023-05-14,Fenway Park,Boston Red Sox,St. Louis Cardinals,4,1,0,0,6
2023-05-14,Fenway Park,St. Louis Cardinals,Boston Red Sox,7,4,0,3,27
2023-05-15,Nationals Park,Washington Nationals,New York Mets,8,5,1,1,25
2023-05-15,Nationals Park,New York Mets,Washington Nationals,9,2,0,0,13
2023-05-15,Oriole Park at Camden Yards,Baltimore Orioles,Los Angeles Angels,3,0,0,3,15
2023-05-15,Oriole Park at Camden Yards,Los Angeles Angels,Baltimore Orioles,10,4,1,2,29
2023-05-15,Rogers Centre,Toronto Blue Jays,New York Yankees,5,3,0,0,11
2023-05-15,Rogers Centre,New York Yankees,Toronto Blue Jays,3,2,0,3,19
2023-05-15,Fenway Park,Boston Red Sox,Seattle Mariners,7,2,0,0,11
2023-05-15,Fenway Park,Seattle Mariners,Boston Red Sox,8,4,0,3,28
2023-05-15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,10,2,0,4,30
2023-05-15,Busch Stadium,Milwaukee Brewers,St. Louis Cardinals,6,0,0,0,6
2023-05-15,Globe Life Field,Texas Rangers,Atlanta Braves,10,0,0,0,10
2023-05-15,Globe Life Field,Atlanta Braves,Texas Rangers,2,5,0,5,32
2023-05-15,Minute Maid Park,Houston Astros,Chicago Cubs,8,2,0,1,16
2023-05-15,Minute Maid Park,Chicago Cubs,Houston Astros,6,1,0,1,12
2023-05-15,Coors Field,Colorado Rockies,Cincinnati Reds,5,3,1,3,26
2023-05-15,Coors Field,Cincinnati Reds,Colorado Rockies,8,4,0,0,16
2023-05-15,Oakland Coliseum,Oakland Athletics,Arizona Diamondbacks,3,0,0,1,7
2023-05-15,Oakland Coliseum,Arizona Diamondbacks,Oakland Athletics,6,2,0,2,18
2023-05-15,Petco Park,San Diego Padres,Kansas City Royals,5,0,0,0,5
2023-05-15,Petco Park,Kansas City Royals,San Diego Padres,2,0,0,0,2
2023-05-15,Oracle Park,San Francisco Giants,Philadelphia Phillies,6,2,1,1,17
2023-05-15,Oracle Park,Philadelphia Phillies,San Francisco Giants,3,2,0,1,11
2023-05-15,Dodger Stadium,Los Angeles Dodgers,Minnesota Twins,5,3,0,3,23
